order_id,customer_id,customer_name,customer_age,gender,platform,city,category,product_name,product_MRP,discount_percent,quantity,product_cost_price,packaging_cost,operational_cost,delivery_cost,delivery_time_minutes,estimated_delivery,delivery_rating,dark_store_location,delivery_partner_type,order_datetime,delivery_distance_km,weather,returned/cancel
ORD100058,CUST90058,Prerak Dube,47,Male,Blinkit, HYDERABAD,Beverages,Coke,61,15,1,55,8.7,2.4,9.2,15,11,4.8,HYD-343,3rd Party,31-03-2024 23:45,6,Clear,FALSE
ORD100058,CUST90058,Prerak Dube,47,Male,Blinkit, HYDERABAD,Personal Care,Sunscreen Creame,121,39,2,79,3.2,1.9,10.8,15,11,4.8,HYD-343,3rd Party,31-03-2024 23:45,6,Clear,FALSE
ORD100058,CUST90058,Prerak Dube,47,Male,Blinkit, HYDERABAD,Personal Care,Sunscreen Creame,48,18,3,44,6,1.6,11.1,15,11,4.8,HYD-343,3rd Party,31-03-2024 23:45,6,Clear,FALSE
ORD100058,CUST90058,Prerak Dube,47,Male,Blinkit, HYDERABAD,Beverages,Coke,71,34,1,56,5.7,1.6,7.3,15,11,4.8,HYD-343,3rd Party,31-03-2024 23:45,6,Clear,FALSE
ORD100093,CUST90093,Aman Aggarwal,28,Male,Zepto,mumbai,Beverages,Iced Coffee Blend,21,8,1,21,2.8,1.3,10.6,12,8,4.5,MUM-239,3rd Party,13-01-2024 20:27,4.64,Rainy,FALSE
ORD100093,CUST90093,Aman Aggarwal,28,Male,Zepto,mumbai,Groceries,Maggie,14,8,3,13,15.3,1.8,7.8,12,8,4.5,MUM-239,3rd Party,13-01-2024 20:27,4.64,Rainy,FALSE
ORD100093,CUST90093,Aman Aggarwal,28,Male,Zepto,mumbai,Personal Care,Sunscreen Creame,145,32,1,92,5.5,2,8,12,8,4.5,MUM-239,3rd Party,13-01-2024 20:27,4.64,Rainy,FALSE
ORD100093,CUST90093,Aman Aggarwal,28,Male,Zepto,mumbai,Beverages,Coke,143,12,1,130,4.4,1.7,6.1,12,8,4.5,MUM-239,3rd Party,13-01-2024 20:27,4.64,Rainy,FALSE
ORD100093,CUST90093,Aman Aggarwal,28,Male,Zepto,mumbai,Beverages,Coke,126,6,1,115,2.8,1.4,7.9,12,8,4.5,MUM-239,3rd Party,13-01-2024 20:27,4.64,Rainy,FALSE
ORD100093,CUST90093,Aman Aggarwal,28,Male,Zepto,mumbai,Beverages,Coke,67,26,2,45,4.4,1.8,7.4,12,8,4.5,MUM-239,3rd Party,13-01-2024 20:27,4.64,Rainy,FALSE
ORD100208,CUST90208,Veer Ghosh,28,Male,Blinkit,Chennai,Groceries,Tuar Dal,27,20,2,18,3,2,12.1,13,12,5,CHN-367,Own Fleet,18-02-2024 10:56,2.13,Clear,FALSE
ORD100208,CUST90208,Veer Ghosh,28,Male,Blinkit,Chennai,Snacks,Baked Nachos,32,33,2,23,2.4,1.4,7.8,13,12,5,CHN-367,Own Fleet,18-02-2024 10:56,2.13,Clear,FALSE
ORD100208,CUST90208,Veer Ghosh,28,Male,Blinkit,Chennai,Beverages,Coke,45,34,2,27,4.3,1.3,8.1,13,12,5,CHN-367,Own Fleet,18-02-2024 10:56,2.13,Clear,FALSE
ORD100208,CUST90208,Veer Ghosh,28,Male,Blinkit,Chennai,Household,Room Freshener,87,16,1,86,4.1,1.4,22.8,13,12,5,CHN-367,Own Fleet,18-02-2024 10:56,2.13,Clear,FALSE
ORD100288,CUST90288,Akarsh Sami,22,Male,Zepto,Hyderabad,Groceries,Maggie,110,39,3,80,2.4,2.8,10.6,12,10,4.1,HYD-879,Mixed,22-02-2024 19:40,6.19,SUNNY,FALSE
ORD100288,CUST90288,Akarsh Sami,22,Male,Zepto,Hyderabad,Personal Care,Shampoo,102,15,2,91,3.3,1.9,13.4,12,10,4.1,HYD-879,Mixed,22-02-2024 19:40,6.19,SUNNY,FALSE
ORD100288,CUST90288,Akarsh Sami,22,Male,Zepto,Hyderabad,Beverages,Coke,49,25,3,43,4.8,1.3,7.6,12,10,4.1,HYD-879,Mixed,22-02-2024 19:40,6.19,SUNNY,FALSE
ORD100288,CUST90288,Akarsh Sami,22,Male,Zepto,Hyderabad,Groceries,Tuar Dal,58,25,1,23,4.4,1.2,13,12,10,4.1,HYD-879,Mixed,22-02-2024 19:40,6.19,SUNNY,FALSE
ORD100288,CUST90288,Akarsh Sami,22,Male,Zepto,Hyderabad,Groceries,Tuar Dal,55,9,1,50,9.6,4,20.6,12,10,4.1,HYD-879,Mixed,22-02-2024 19:40,6.19,SUNNY,FALSE
ORD100288,CUST90288,Akarsh Sami,22,Male,Zepto,Hyderabad,Personal Care,Vitamin C Serum,88,24,2,80,9.8,2.3,9.6,12,10,4.1,HYD-879,Mixed,22-02-2024 19:40,6.19,SUNNY,FALSE
ORD100020,CUST90020,Adah Sen,32,Female,Blinkit,Bangalore,Snacks,Protein Chips,96,7,2,82,2.6,1.4,8.2,16,12,2.5,BLR-897,3rd Party,20-02-2024 17:21,6.75,Cloudy,FALSE
ORD100020,CUST90020,Adah Sen,32,Female,Blinkit,Bangalore,Groceries,Tuar Dal,37,37,1,27,3.5,2.8,14.4,16,12,2.5,BLR-897,3rd Party,20-02-2024 17:21,6.75,Cloudy,FALSE
ORD100013,CUST90013,Kaira Seshadri,28,Female,Blinkit, HYDERABAD,Groceries,Tuar Dal,25,13,1,59,3.7,2,6.5,16,13,4.7,HYD-367,Own Fleet,23-02-2024 09:43,3.01,SUNNY,FALSE
ORD100013,CUST90013,Kaira Seshadri,28,Female,Blinkit, HYDERABAD,Beverages,Coke,66,13,3,25,3,1.7,6.5,16,13,4.7,HYD-367,Own Fleet,23-02-2024 09:43,3.01,SUNNY,FALSE
ORD100053,CUST90053,Rati Bumb,47,Female,Zepto,Chennai,Groceries,Maggie,134,8,1,123,6.8,2.6,8.2,12,12,4.9,CHN-381,Mixed,28-01-2024 17:49,7.23,Rainy,FALSE
ORD100053,CUST90053,Rati Bumb,47,Female,Zepto,Chennai,Groceries,Tuar Dal,41,39,3,27,12.5,5.1,20.9,12,12,4.9,CHN-381,Mixed,28-01-2024 17:49,7.23,Rainy,FALSE
ORD100053,CUST90053,Rati Bumb,47,Female,Zepto,Chennai,Personal Care,Sunscreen Creame,26,21,3,24,2.3,2.4,10.4,12,12,4.9,CHN-381,Mixed,28-01-2024 17:49,7.23,Rainy,FALSE
ORD100053,CUST90053,Rati Bumb,47,Female,Zepto,Chennai,Groceries,Tuar Dal,44,38,3,32,2.6,0.9,9.4,12,12,4.9,CHN-381,Mixed,28-01-2024 17:49,7.23,Rainy,FALSE
ORD100229,CUST90229,Hiran Rajagopal,57,Male,Blinkit, HYDERABAD,Beverages,Coke,16,28,1,13,4.1,1.5,10,22,10,4.2,HYD-459,3rd Party,29-01-2024 20:49,2.13,Foggy,FALSE
ORD100229,CUST90229,Hiran Rajagopal,57,Male,Blinkit, HYDERABAD,Beverages,Litchi Juice,80,36,3,55,2.4,1.4,8.8,15,10,4.2,HYD-459,3rd Party,InvalidDate,2.13,Foggy,FALSE
ORD100229,CUST90229,Hiran Rajagopal,57,Male,Blinkit, HYDERABAD,Beverages,Coke,132,5,1,121,7.1,2.8,9.7,15,10,4.2,HYD-459,3rd Party,InvalidDate,2.13,Foggy,FALSE
ORD100229,CUST90229,Hiran Rajagopal,57,Male,Blinkit, HYDERABAD,Groceries,Tuar Dal,78,12,3,72,3.6,2,9.8,15,10,4.2,HYD-459,3rd Party,InvalidDate,2.13,Foggy,FALSE
ORD100229,CUST90229,Hiran Rajagopal,57,Male,Blinkit, HYDERABAD,Groceries,Tuar Dal,48,27,1,41,2.9,2.2,8.5,15,10,4.2,HYD-459,3rd Party,InvalidDate,2.13,Foggy,FALSE
ORD100315,CUST90315,Shanaya Bali,21,Female,Blinkit,Bangalore,Personal Care,Sunscreen Creame,79,16,3,76,6.8,4.5,13.2,12,13,4.8,BLR-726,Mixed,22-01-2024 17:20,3.52,SUNNY,FALSE
ORD100315,CUST90315,Shanaya Bali,21,Female,Blinkit,Bangalore,Personal Care,Shampoo,76,16,1,68,2,1.8,13.2,12,13,4.8,BLR-726,Mixed,22-01-2024 17:20,3.52,SUNNY,FALSE
ORD100315,CUST90315,Shanaya Bali,21,Female,Blinkit,Bangalore,Personal Care,Shampoo,34,19,2,32,3.2,2.2,11.8,12,13,4.8,BLR-726,Mixed,22-01-2024 17:20,3.52,SUNNY,FALSE
ORD100254,CUST90254,Dhruv Suresh,46,Male,Zepto,mumbai,Groceries,Tuar Dal,37,23,1,33,2,2.3,6.1,16,14,4.6,MUM-645,Mixed,14-04-2024 07:24,3.23,Stormy,FALSE
ORD100254,CUST90254,Dhruv Suresh,46,Male,Zepto,mumbai,Personal Care,Sunscreen Creame,66,30,2,53,2.5,1.3,6.7,16,14,4.6,MUM-645,Mixed,14-04-2024 07:24,3.23,Stormy,FALSE
ORD100254,CUST90254,Dhruv Suresh,46,Male,Zepto,mumbai,Household,Toilet Cleaner,96,33,1,70,4.3,2.2,7.5,16,14,4.6,MUM-645,Mixed,14-04-2024 07:24,3.23,Stormy,FALSE
ORD100254,CUST90254,Dhruv Suresh,46,Male,Zepto,mumbai,Groceries,Maggie,99,26,1,78,2.5,2,8.7,16,14,4.6,MUM-645,Mixed,14-04-2024 07:24,3.23,Stormy,FALSE
ORD100254,CUST90254,Dhruv Suresh,46,Male,Zepto,mumbai,Household,Surf Excel,16,25,3,14,4.4,1.5,14.3,16,14,4.6,MUM-645,Mixed,14-04-2024 07:24,3.23,Stormy,FALSE
ORD100320,CUST90320,Anika Kale,22,Female,Blinkit,Bangalore,Groceries,Tuar Dal,35,24,1,31,5.9,2.4,11.6,12,10,4.4,BLR-113,3rd Party,16-01-2024 02:24,4.64,sunny,TRUE
ORD100320,CUST90320,Anika Kale,22,Female,Blinkit,Bangalore,Personal Care,Charcoal Soap,98,33,3,71,3.7,1.1,9.5,12,10,4.4,BLR-113,3rd Party,16-01-2024 02:24,4.64,sunny,TRUE
ORD100320,CUST90320,Anika Kale,22,Female,Blinkit,Bangalore,Household,Toilet Cleaner,95,8,3,87,7.4,2.1,11.5,12,10,4.4,BLR-113,3rd Party,16-01-2024 02:24,4.64,sunny,TRUE
ORD100320,CUST90320,Anika Kale,22,Female,Blinkit,Bangalore,Beverages,Coke,130,11,2,128,7.1,1.5,21.4,12,10,4.4,BLR-113,3rd Party,16-01-2024 02:24,4.64,sunny,TRUE
ORD100320,CUST90320,Anika Kale,22,Female,Blinkit,Bangalore,Groceries,Tuar Dal,93,32,3,70,6.6,1.3,8.2,12,10,4.4,BLR-113,3rd Party,16-01-2024 02:24,4.64,sunny,TRUE
ORD100320,CUST90320,Anika Kale,22,Female,Blinkit,Bangalore,Groceries,Maggie,33,32,3,24,5.3,2.3,8.9,12,10,4.4,BLR-113,3rd Party,16-01-2024 02:24,4.64,sunny,TRUE
ORD100335,CUST90335,Vedika Bhargava,28,Female,Blinkit,Chennai,Snacks,Masala Munch,22,8,2,20,4.6,2.1,11.2,13,14,2.7,CHN-180,3rd Party,20-04-2024 14:52,6.43,Stormy,FALSE
ORD100335,CUST90335,Vedika Bhargava,28,Female,Blinkit,Chennai,Beverages,Coke,100,26,2,78,2.2,2.1,8.3,13,14,2.7,CHN-180,3rd Party,20-04-2024 14:52,6.43,Stormy,FALSE
ORD100335,CUST90335,Vedika Bhargava,28,Female,Blinkit,Chennai,Snacks,Biscuits,11,16,2,11,4.1,2,7.5,13,14,2.7,CHN-180,3rd Party,20-04-2024 14:52,6.43,Stormy,FALSE
ORD100345,CUST90345,Shaan Chokshi,48,Male,Zepto, HYDERABAD,Personal Care,Sunscreen Creame,92,7,2,78,2.6,1.9,9,13,12,3.7,HYD-850,3rd Party,29-03-2024 23:45,4.25,sunny,FALSE
ORD100345,CUST90345,Shaan Chokshi,48,Male,Zepto, HYDERABAD,Groceries,Tuar Dal,142,26,2,116,7.7,1.9,16.7,13,12,3.7,HYD-850,3rd Party,29-03-2024 23:45,4.25,sunny,FALSE
ORD100345,CUST90345,Shaan Chokshi,48,Male,Zepto, HYDERABAD,Groceries,Maggie,91,6,2,90,9.2,1.5,7.7,13,12,3.7,HYD-850,3rd Party,29-03-2024 23:45,4.25,sunny,FALSE
ORD100345,CUST90345,Shaan Chokshi,48,Male,Zepto, HYDERABAD,Beverages,Coke,64,28,2,50,3.8,2.3,6.5,13,12,3.7,HYD-850,3rd Party,29-03-2024 23:45,4.25,sunny,FALSE
ORD100304,CUST90304,Anika Tella,23,Female,Zepto,Delhi,Groceries,Tuar Dal,91,38,2,62,3.9,1.3,5.9,16,14,4.2,DEL-673,Own Fleet,04-02-2024 16:34,2.76,SUNNY,FALSE
ORD100304,CUST90304,Anika Tella,23,Female,Zepto,Delhi,Groceries,Tuar Dal,38,31,2,30,1.8,1.4,4.9,16,14,4.2,DEL-673,Own Fleet,04-02-2024 16:34,2.76,SUNNY,FALSE
ORD100304,CUST90304,Anika Tella,23,Female,Zepto,Delhi,Groceries,Tuar Dal,50,5,1,46,1.7,0.6,5.1,16,14,4.2,DEL-673,Own Fleet,04-02-2024 16:34,2.76,SUNNY,FALSE
ORD100304,CUST90304,Anika Tella,23,Female,Zepto,Delhi,Groceries,Maggie,142,12,3,135,4,1,7.8,16,14,4.2,DEL-673,Own Fleet,04-02-2024 16:34,2.76,SUNNY,FALSE
ORD100186,CUST90186,Sahil Deshpande,27,Male,Blinkit,Delhi,Beverages,Coke,64,27,1,55,6.1,2,8,15,10,2.9,DEL-280,Own Fleet,28-04-2024 02:30,6.43,Stormy,FALSE
ORD100186,CUST90186,Sahil Deshpande,27,Male,Blinkit,Delhi,Personal Care,Sunscreen Creame,166,10,1,123,2.3,1.9,10.3,15,10,2.9,DEL-280,Own Fleet,28-04-2024 02:30,6.43,Stormy,FALSE
ORD100186,CUST90186,Sahil Deshpande,27,Male,Blinkit,Delhi,Groceries,Tuar Dal,56,26,2,46,4.9,2.2,7.8,15,10,2.9,DEL-280,Own Fleet,28-04-2024 02:30,6.43,Stormy,FALSE
ORD100442,CUST90442,Tushar Brahmbhatt,43,Male,Blinkit,Bangalore,Groceries,Tuar Dal,28,29,1,23,4.5,1.1,5.9,12,14,4.3,BLR-546,Mixed,28-01-2024 16:37,2.57,Stormy,FALSE
ORD100442,CUST90442,Tushar Brahmbhatt,43,Male,Blinkit,Bangalore,Groceries,Tuar Dal,46,22,2,43,4.1,2,12.5,12,14,4.3,BLR-546,Mixed,28-01-2024 16:37,2.57,Stormy,FALSE
ORD100154,CUST90154,Anya Lata,20,Female,Blinkit,Delhi,Beverages,Coke,24,21,1,20,6,1.4,8.1,12,12,4.9,DEL-983,3rd Party,14-04-2024 23:19,3.06,Clear,FALSE
ORD100154,CUST90154,Anya Lata,20,Female,Blinkit,Delhi,Personal Care,Sunscreen Creame,14,16,1,13,6.2,2.7,17.7,12,12,4.9,DEL-983,3rd Party,14-04-2024 23:19,3.06,Clear,FALSE
ORD100154,CUST90154,Anya Lata,20,Female,Blinkit,Delhi,Groceries,Tuar Dal,48,10,2,45,2.3,1.5,7.7,12,12,4.9,DEL-983,3rd Party,14-04-2024 23:19,3.06,Clear,FALSE
ORD100306,CUST90306,Zeeshan Mahajan,53,Male,Blinkit,mumbai,Beverages,Coke,106,30,1,80,11.5,1.7,6.3,15,10,3.4,MUM-719,3rd Party,11-02-2024 18:04,6.19,SUNNY,FALSE
ORD100306,CUST90306,Zeeshan Mahajan,53,Male,Blinkit,mumbai,Personal Care,Sunscreen Creame,20,31,3,16,4.6,1.7,7.5,15,10,3.4,MUM-719,3rd Party,11-02-2024 18:04,6.19,SUNNY,FALSE
ORD100306,CUST90306,Zeeshan Mahajan,53,Male,Blinkit,mumbai,Groceries,Tuar Dal,66,12,1,63,6.8,1.4,11.7,15,10,3.4,MUM-719,3rd Party,11-02-2024 18:04,6.19,SUNNY,FALSE
ORD100306,CUST90306,Zeeshan Mahajan,53,Male,Blinkit,mumbai,Personal Care,Shampoo,128,23,3,110,16.2,2.3,8.7,15,10,3.4,MUM-719,3rd Party,11-02-2024 18:04,6.19,SUNNY,FALSE
ORD100306,CUST90306,Zeeshan Mahajan,53,Male,Blinkit,mumbai,Beverages,Coke,16,5,2,14,4.2,1.6,8.2,15,10,3.4,MUM-719,3rd Party,11-02-2024 18:04,6.19,SUNNY,FALSE
ORD100306,CUST90306,Zeeshan Mahajan,53,Male,Blinkit,mumbai,Groceries,Tuar Dal,53,33,1,39,6.2,1.9,9.6,15,10,3.4,MUM-719,3rd Party,11-02-2024 18:04,6.19,SUNNY,FALSE
ORD100123,CUST90123,Rhea Thakkar,45,Female,Blinkit,Bangalore ,Personal Care,Sunscreen Creame,49,39,2,36,4.1,1.7,6.2,15,12,3.6,BLR-286,Mixed,14-03-2024 12:05,4.8,sunny,FALSE
ORD100123,CUST90123,Rhea Thakkar,45,Female,Blinkit,Bangalore ,Personal Care,Sunscreen Creame,27,18,1,24,3.7,1.3,10.5,15,12,3.6,BLR-286,Mixed,14-03-2024 12:05,4.8,sunny,FALSE
ORD100434,CUST90434,Yashvi Baral,28,Female,Blinkit,Delhi,Personal Care,Sunscreen Creame,108,39,1,76,7.2,2.7,15.4,15,13,2.9,DEL-381,Own Fleet,13-04-2024 17:16,5.95,Clear,FALSE
ORD100434,CUST90434,Yashvi Baral,28,Female,Blinkit,Delhi,Groceries,Tuar Dal,45,24,3,36,8.1,1.6,10.7,15,13,2.9,DEL-381,Own Fleet,13-04-2024 17:16,5.95,Clear,FALSE
ORD100434,CUST90434,Yashvi Baral,28,Female,Blinkit,Delhi,Beverages,Coke,133,17,1,116,11,1.6,9.5,15,13,2.9,DEL-381,Own Fleet,13-04-2024 17:16,5.95,Clear,FALSE
ORD100434,CUST90434,Yashvi Baral,28,Female,Blinkit,Delhi,Personal Care,Shampoo,113,12,3,105,6,1.8,20.3,15,13,2.9,DEL-381,Own Fleet,13-04-2024 17:16,5.95,Clear,FALSE
ORD100182,CUST90182,Shaan Bhandari,30,Male,Blinkit,Delhi,Groceries,Maggie,122,24,2,98,6.8,3.1,13.6,16,13,4.6,DEL-410,3rd Party,27-01-2024 15:09,6.99,Clear,FALSE
ORD100182,CUST90182,Shaan Bhandari,30,Male,Blinkit,Delhi,Groceries,Tuar Dal,63,37,3,47,4.3,1.5,8.9,16,13,4.6,DEL-410,3rd Party,27-01-2024 15:09,6.99,Clear,FALSE
ORD100182,CUST90182,Shaan Bhandari,30,Male,Blinkit,Delhi,Groceries,Maggie,35,30,1,27,3.8,1.7,6.7,16,13,4.6,DEL-410,3rd Party,27-01-2024 15:09,6.99,Clear,FALSE
ORD100026,CUST90026,Myra Konda,30,Female,Blinkit,Hyderabad,Groceries,Maggie,115,25,2,96,4.1,1.2,8.5,12,12,3.3,HYD-814,Own Fleet,04-02-2024 07:03,2.19,Stormy,TRUE
ORD100026,CUST90026,Myra Konda,30,Female,Blinkit,Hyderabad,Groceries,Maggie,123,13,2,113,11.4,3.9,21.7,12,12,3.3,HYD-814,Own Fleet,04-02-2024 07:03,2.19,Stormy,TRUE
ORD100026,CUST90026,Myra Konda,30,Female,Blinkit,Hyderabad,Personal Care,Sunscreen Creame,149,28,2,115,3.2,1.5,7.5,12,12,3.3,HYD-814,Own Fleet,04-02-2024 07:03,2.19,Stormy,TRUE
ORD100026,CUST90026,Myra Konda,30,Female,Blinkit,Hyderabad,Beverages,Coke,68,21,1,25,3.2,2.1,20.5,12,12,3.3,HYD-814,Own Fleet,04-02-2024 07:03,2.19,Stormy,TRUE
ORD100026,CUST90026,Myra Konda,30,Female,Blinkit,Hyderabad,Groceries,Tuar Dal,70,28,1,25,3.3,1.5,5.8,12,12,3.3,HYD-814,Own Fleet,04-02-2024 07:03,2.19,Stormy,TRUE
ORD100081,CUST90081,Elakshi Date,102,Female,Zepto, HYDERABAD,Personal Care,Shampoo,119,25,2,99,4.5,2.8,7.8,13,14,3.7,HYD-775,Own Fleet,03-02-2024 09:03,5.43,Cloudy,FALSE
ORD100081,CUST90081,Elakshi Date,102,Female,Zepto, HYDERABAD,Personal Care,Shampoo,58,17,2,23,2.7,1.3,6.4,13,14,3.7,HYD-775,Own Fleet,03-02-2024 09:03,5.43,Cloudy,FALSE
ORD100081,CUST90081,Elakshi Date,102,Female,Zepto, HYDERABAD,Personal Care,Shampoo,140,15,3,130,4.6,1.4,9.6,13,14,3.7,HYD-775,Own Fleet,03-02-2024 09:03,5.43,Cloudy,FALSE
ORD100081,CUST90081,Elakshi Date,102,Female,Zepto, HYDERABAD,Beverages,Litchi Juice,80,23,2,70,7.3,1.7,14.8,13,14,3.7,HYD-775,Own Fleet,03-02-2024 09:03,5.43,Cloudy,FALSE
ORD100081,CUST90081,Elakshi Date,102,Female,Zepto, HYDERABAD,Personal Care,Shampoo,70,15,1,63,5,1.1,8.9,13,14,3.7,HYD-775,Own Fleet,03-02-2024 09:03,5.43,Cloudy,FALSE
ORD100178,CUST90178,Suhana Goel,37,Female,Blinkit,bangalore,Beverages,Coke,115,17,3,78,4,2,8.9,15,11,4.9,BLR-981,Own Fleet,31-03-2024 05:27,5.43,Rainy,FALSE
ORD100178,CUST90178,Suhana Goel,37,Female,Blinkit,bangalore,Snacks,Chilli Peanuts,132,5,1,120,5.4,2.2,8.3,15,11,4.9,BLR-981,Own Fleet,31-03-2024 05:27,5.43,Rainy,FALSE
ORD100178,CUST90178,Suhana Goel,37,Female,Blinkit,bangalore,Groceries,Tuar Dal,24,23,2,22,5.2,1.5,9.7,15,11,4.9,BLR-981,Own Fleet,31-03-2024 05:27,5.43,Rainy,FALSE
ORD100178,CUST90178,Suhana Goel,37,Female,Blinkit,bangalore,Groceries,Maggie,136,16,2,134,7.4,1.8,8.7,15,11,4.9,BLR-981,Own Fleet,31-03-2024 05:27,5.43,Rainy,FALSE
ORD100178,CUST90178,Suhana Goel,37,Female,Blinkit,bangalore,Beverages,Coke,81,12,2,75,4.9,2.5,9.1,15,11,4.9,BLR-981,Own Fleet,31-03-2024 05:27,5.43,Rainy,FALSE
ORD100178,CUST90178,Suhana Goel,37,Female,Blinkit,bangalore,Groceries,Tuar Dal,106,12,3,100,7.8,2.8,13.7,15,11,4.9,BLR-981,Own Fleet,31-03-2024 05:27,5.43,Rainy,FALSE
ORD100369,CUST90369,Shamik Tandon,35,Female,Blinkit,Mumbai,Groceries,Maggie,55,16,2,53,4.9,2.3,9.3,13,13,4,MUM-291,3rd Party,03-03-2024 22:57,3.62,Stormy,FALSE
ORD100369,CUST90369,Shamik Tandon,35,Female,Blinkit,Mumbai,Personal Care,Sunscreen Creame,135,37,2,76,6.6,1.8,13.2,13,13,4,MUM-291,3rd Party,03-03-2024 22:57,3.62,Stormy,FALSE
ORD100369,CUST90369,Shamik Tandon,35,Female,Blinkit,Mumbai,Groceries,Tuar Dal,71,30,3,57,4.9,1.5,6.8,13,13,4,MUM-291,3rd Party,03-03-2024 22:57,3.62,Stormy,FALSE
ORD100369,CUST90369,Shamik Tandon,35,Female,Blinkit,Mumbai,Beverages,Herbal Green Tea,12,32,1,9,5.3,1.6,8.8,13,13,4,MUM-291,3rd Party,03-03-2024 22:57,3.62,Stormy,FALSE
ORD100369,CUST90369,Shamik Tandon,35,Female,Blinkit,Mumbai,Beverages,Herbal Green Tea,156,9,3,143,5.1,1.7,10.2,13,13,4,MUM-291,3rd Party,03-03-2024 22:57,3.62,Stormy,FALSE
ORD100128,CUST90128,Biju Doshi,19,Male,Zepto,Chennai,Personal Care,Sunscreen Creame,23,12,1,21,2,1.3,5.4,16,11,4.7,CHN-885,Mixed,28-04-2024 06:19,7.28,Rainy,FALSE
ORD100128,CUST90128,Biju Doshi,19,Male,Zepto,Chennai,Beverages,Iced Coffee Blend,55,29,2,45,4.7,3.4,4.4,16,11,4.7,CHN-885,Mixed,28-04-2024 06:19,7.28,Rainy,FALSE
ORD100128,CUST90128,Biju Doshi,19,Male,Zepto,Chennai,Beverages,Lemon Soda,143,31,1,107,2.5,0.9,5.1,16,11,4.7,CHN-885,Mixed,28-04-2024 06:19,7.28,Rainy,FALSE
ORD100283,CUST90283,Anahita Shetty,22,Female,Zepto,Mumbai,Personal Care,Shampoo,143,27,3,115,5.8,2.4,12.7,13,10,4.1,MUM-233,3rd Party,18-02-2024 06:53,1.64,Stormy,FALSE
ORD100283,CUST90283,Anahita Shetty,22,Female,Zepto,Mumbai,Groceries,Tuar Dal,43,34,1,34,5.5,3.7,9.9,13,10,4.1,MUM-233,3rd Party,18-02-2024 06:53,1.64,Stormy,FALSE
ORD100283,CUST90283,Anahita Shetty,22,Female,Zepto,Mumbai,Groceries,Maggie,98,27,2,78,6,1.3,7.9,13,10,4.1,MUM-233,3rd Party,18-02-2024 06:53,1.64,Stormy,FALSE
ORD100324,CUST90324,Indranil Vasa,27,Male,Blinkit,Delhi,Personal Care,Herbal Shampoo,73,24,2,62,3.7,1.9,8.9,12,14,4.5,DEL-280,Own Fleet,28-04-2024 02:30,6.43,Stormy,FALSE
ORD100324,CUST90324,Indranil Vasa,27,Male,Blinkit,Delhi,Personal Care,Aloe Vera Face Wash,23,22,2,37,3.8,1.3,9.9,12,14,4.5,DEL-280,Own Fleet,28-04-2024 02:30,6.43,Stormy,FALSE
ORD100324,CUST90324,Indranil Vasa,27,Male,Blinkit,Delhi,Groceries,Maggie,56,22,1,23,3,4.4,8.1,12,14,4.5,DEL-280,Own Fleet,28-04-2024 02:30,6.43,Stormy,FALSE
ORD100324,CUST90324,Indranil Vasa,27,Male,Blinkit,Delhi,Beverages,Coke,122,6,1,112,9.2,4.1,20.9,12,14,4.5,DEL-280,Own Fleet,28-04-2024 02:30,6.43,Stormy,FALSE
ORD100324,CUST90324,Indranil Vasa,27,Male,Blinkit,Delhi,Groceries,Maggie,115,8,2,113,3.5,1.4,8.7,12,14,4.5,DEL-280,Own Fleet,28-04-2024 02:30,6.43,Stormy,FALSE
ORD100343,CUST90343,Vivaan Chaudhari,41,Male,Blinkit,Bangalore,Groceries,Tuar Dal,52,34,3,40,3.5,1.9,6.7,20,14,4.3,BLR-932,Own Fleet,25-02-2024 20:12,6.41,Clear,FALSE
ORD100343,CUST90343,Vivaan Chaudhari,41,Male,Blinkit,Bangalore,Groceries,Tuar Dal,103,37,3,70,3,1.4,5.3,20,14,4.3,BLR-932,Own Fleet,25-02-2024 20:12,6.41,Clear,FALSE
ORD100343,CUST90343,Vivaan Chaudhari,41,Male,Blinkit,Bangalore,Groceries,Organic Jaggery,23,40,1,15,1.6,0.8,4.5,20,14,4.3,BLR-932,Own Fleet,25-02-2024 20:12,6.41,Clear,FALSE
ORD100261,CUST90261,Dhanuk Bassi,23,Male,Blinkit,Hyderabad,Groceries,Tuar Dal,40,22,2,35,8.5,1.6,9,16,11,4.3,HYD-559,3rd Party,07-01-2024 19:30,6.99,Clear,FALSE
ORD100261,CUST90261,Dhanuk Bassi,23,Male,Blinkit,Hyderabad,Groceries,Tuar Dal,22,23,3,20,11.4,1.5,10,16,11,4.3,HYD-559,3rd Party,07-01-2024 19:30,6.99,Clear,FALSE
ORD100261,CUST90261,Dhanuk Bassi,23,Male,Blinkit,Hyderabad,Groceries,Organic Jaggery,87,32,1,66,8.7,5,24,16,11,4.3,HYD-559,3rd Party,07-01-2024 19:30,6.99,Clear,FALSE
ORD100261,CUST90261,Dhanuk Bassi,23,Male,Blinkit,Hyderabad,Groceries,Tuar Dal,75,24,3,66,4.6,1.7,6.8,16,11,4.3,HYD-559,3rd Party,07-01-2024 19:30,6.99,Clear,FALSE
ORD100261,CUST90261,Dhanuk Bassi,23,Male,Blinkit,Hyderabad,Beverages,Coke,134,37,3,92,3.1,2.4,16.7,16,11,4.3,HYD-559,3rd Party,07-01-2024 19:30,6.99,Clear,FALSE
